#name,x,y,alt,heading,pitch,roll,f,px,py,k1,k2,k3,k4,t1,t2
0036_tilt_010_pan_000_f70.jpg,1.406344667267665e-004,-0.5211842556971739,3.829301270524602,-6.943896801390769e-003,9.996700873281458,3.76397672834957e-003,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0037_tilt_010_pan_010_f70.jpg,9.087757660782919e-002,-0.513700476328295,3.83002874392223,-10.02843152108794,10.00416897627897,2.565617249685083e-003,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0038_tilt_010_pan_020_f70.jpg,0.1780539659021366,-0.4909586010480886,3.830045091385069,-20.01267894968192,10.01775197883919,-1.533867541534036e-002,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0039_tilt_010_pan_030_f70.jpg,0.2593856954321645,-0.4521088328207123,3.830141556977557,-29.99402758700729,9.994145495180479,-2.938303379340036e-002,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0040_tilt_010_pan_040_f70.jpg,0.3348757092841266,-0.3990382660297516,3.829925296639696,-40.03620463838424,9.988522786058626,-6.057139452080211e-003,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0041_tilt_010_pan_050_f70.jpg,0.3981062523870531,-0.3360413825454284,3.831113007333317,-49.99957633358613,9.984779783037999,-3.558747101569134e-002,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0042_tilt_010_pan_060_f70.jpg,0.4506120251747355,-0.2606287690490997,3.830152203195759,-60.01001729786417,9.97760106115661,-9.828898833728823e-003,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0043_tilt_010_pan_070_f70.jpg,0.4902136795741974,-0.1798543313628741,3.829356086512479,-70.01625565928805,10.01701810413031,-3.439344237570927e-002,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0044_tilt_010_pan_080_f70.jpg,0.51403811320779,-9.196404124032714e-002,3.829511175552295,-80.03925972289089,10.01569943804978,-3.613909574486519e-002,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0045_tilt_010_pan_090_f70.jpg,0.522458081005865,-1.086919760727125e-004,3.828821264777631,-90.05641311869238,10.02402348817934,-9.672767624723681e-003,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0046_tilt_010_pan_100_f70.jpg,0.5149864010462902,9.165541287467018e-002,3.828697558867044,-100.0488039906891,10.04015866925854,1.464920242235748e-002,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0047_tilt_010_pan_110_f70.jpg,0.4909065891078195,0.1788391914097946,3.827718567489175,-110.0366547702897,10.03211574783191,7.924268759866925e-004,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0048_tilt_010_pan_120_f70.jpg,0.4523434318737874,0.2607491509131367,3.828635607149546,-120.0639788043859,10.01878668747598,-1.73875881674047e-002,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0049_tilt_010_pan_130_f70.jpg,0.4008510831531212,0.3349805910513539,3.828051096625431,-130.0369766686838,10.02705029503201,-2.758985829326149e-002,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0050_tilt_010_pan_140_f70.jpg,0.3356996997366147,0.3996566710736406,3.828055785747498,-140.0145468938757,10.01727850362527,-6.225661788139547e-003,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0051_tilt_010_pan_150_f70.jpg,0.2611387863297028,0.4521041751535949,3.828724579187511,-150.0001609753101,10.01689718931424,1.145118283923458e-004,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0052_tilt_010_pan_160_f70.jpg,0.1783380474142029,0.4895730461142433,3.828498709549363,-160.0192618529339,9.99922982605273,-3.280139586138804e-003,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0053_tilt_010_pan_170_f70.jpg,9.053390065940101e-002,0.5131546490591637,3.828687160819708,-170.0187465000996,9.998913633625289,-3.285716183540123e-003,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0054_tilt_010_pan_180_f70.jpg,-6.800351147592722e-009,0.5205784768602224,3.829592220088879,179.9852450823175,9.983723185190703,-1.058034869245263e-003,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0055_tilt_010_pan_190_f70.jpg,-9.045996617696511e-002,0.5136554423334632,3.8285713005263,169.9685881442452,10.00997116493328,-7.264684835486554e-003,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0056_tilt_010_pan_200_f70.jpg,-0.1787492501744651,0.48918226918152,3.828729457347621,159.9567065116199,9.994692020126786,4.992512887001081e-003,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0057_tilt_010_pan_210_f70.jpg,-0.2612806815193124,0.4511743316777973,3.829858078107755,149.9659605840639,9.998531548673968,9.537067592378108e-003,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0058_tilt_010_pan_220_f70.jpg,-0.3349608413457907,0.3993335021183205,3.829404828326697,139.9857201455867,9.999022651635824,-5.979718312832966e-003,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0059_tilt_010_pan_230_f70.jpg,-0.3990567581003711,0.3345885249352356,3.82946790348136,130.0050595800546,9.990863195706897,7.984314252290682e-004,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0060_tilt_010_pan_240_f70.jpg,-0.4513041456684288,0.260344930656675,3.82978758879491,119.9744767474875,9.990971489734036,-3.506992011176023e-003,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0061_tilt_010_pan_250_f70.jpg,-0.4893412796751457,0.1784237061531727,3.829328376149678,109.9943422056737,9.987181919945158,-1.178297992584061e-002,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0062_tilt_010_pan_260_f70.jpg,-0.5122169113694037,9.051835762235258e-002,3.829488317531811,99.96653800189365,9.969485267111782,-1.383334526130331e-002,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0063_tilt_010_pan_270_f70.jpg,-0.5202363335237177,-7.748584256272435e-004,3.829660238184789,89.98948126370421,9.972517304163935,1.572944628817056e-002,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0064_tilt_010_pan_280_f70.jpg,-0.5134637015210689,-9.051680679227957e-002,3.828653924380697,79.99434373035092,9.999680235544076,-2.694284928664844e-003,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0065_tilt_010_pan_290_f70.jpg,-0.4900123685004661,-0.1785380152220415,3.829388708236987,69.99485554266649,10.00116133870751,2.311162172450045e-003,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0066_tilt_010_pan_300_f70.jpg,-0.4514406642275091,-0.2611240581970132,3.829240525425637,59.99027371931761,10.00143087852341,7.877919180014441e-003,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
0067_tilt_010_pan_310_f70.jpg,-0.3992375793481753,-0.3359055027549377,3.829176175497533,49.98759125273708,10.00675244920874,1.404264397878803e-002,69.91591842185127,-3.933454645693081e-005,4.21002829748343e-004,1.26203957897009e-002,-0.2262554474196144,1.347311069064249,0,0,0
